Text,Labels,Mapped_Text
ക ോ ട ് ട ങ ് ങ ള െ പ ് പ റ ് റ ി യ ാ ള ു ക ൾ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,കോട്ടങ്ങളെപ്പ+റ്റിയ+ാളുകൾ
വ ി വ ി ധ യ ി ന ങ ് ങ ള ി ല ു ള ് ള യ ല ങ ് ക ാ ര മ ത ് സ ് യ ങ ് ങ ള ു ത ് പ ് പ ാ ദ ി പ ് പ ി ക ് ക ു ന ് ന ു ണ ് ട ി വ ി ട െ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,വിവിധയ+ിനങ്ങളില+ുള്ളയ+ലങ്കാരമത്സ്യങ്ങള+ുത്പ്പാദിപ്പിക്കുന്നുണ്ട+ിവിടെ
ത ൂ ക ് ക മ ു ള ് ള,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,തൂക്കമ+ുള്ള
അ മ ൃ ത ാ ണ െ ന ് ന ്,NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,അമൃത+ാണെന്ന്
സ ് വ ക ാ ർ ‍ ‍ ‍ ‍ ‍ യ യ േ ജ ന ് സ ി ക ള ോ വ ീ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP,സ്വകാർ‍‍‍‍‍യയ+േജന്സികളോവ+ീ
ന ീ ത ി പ ു ല ർ ത ് ത ി യ യ വ ത ര ണ മ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP,നീതിപുലർത്തിയയ+വതരണമ+ാണ്
ക ൊ ണ ് ട ാ ന യ ി റ ങ ് ങ ാ ൻ,NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,കൊണ്ട+ാനയ+ിറങ്ങാൻ
ച ി ത ് ര മ ാ ണ ൊ ന ് ന ാ ം,NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP,ചിത്രമ+ാണ+ൊന്നാം
ന ി യ ന ് ത ് ര ി ക ് ക ു ന ് ന ത േ ത ാ ന ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,നിയന്ത്രിക്കുന്നത+േതാനും
ത െ ങ ് ങ ു ക ള ു ട െ യ ി ട യ ി ൽ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,തെങ്ങുകളുടെയ+ിടയിൽ
പ ര ി ശ ീ ല ന സ ് ഥ ാ പ ന ങ ് ങ ൾ ക ് ക ൂ മ ീ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP,പരിശീലനസ്ഥാപനങ്ങൾക്കൂമ+ീ
വ ള ര ് ച ് ച യ ു ട െ യ ൊ ര ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,വളര്ച്ചയുടെയ+ൊരു
ത ീ ര ു മ ാ ന ങ ് ങ ള െ ട ു ത ് ത ി ര ി ക ് ക ു ന ് ന ത ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,തീരുമാനങ്ങള+െടുത്തിരിക്കുന്നത്
ത യ ് യ ാ റ ാ വ ു ക യ ു മ ാ ണ െ ങ ് ക ി ൽ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP,തയ്യാറ+ാവുകയുമ+ാണ+െങ്കിൽ
വ ി ഭ ാ ഗ ങ ് ങ ള െ യ ാ ക ർ ‍ ഷ ി ക ് ക ാ ൻ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,വിഭാഗങ്ങളെയ+ാകർ‍ഷിക്കാൻ
ബ േ ാ ർ ഡ േ ാ മ ി ശ ് ര ി ത മ ി ത ി ന ു വ ു പ യ േ ാ ഗ ി ക ് ക ാ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ബോർഡോമിശ്രിതമ+ിതിനുവ+ുപയോഗിക്കാം
വ ി ച ാ ര ി ക ് ക ു മ ് പ ോ ള ി വ ി ട െ യ േ ത െ ങ ് ക ി ല ു മ ൊ ര ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,വിചാരിക്കുമ്പോള+ിവിടെയ+േത+െങ്കിലുമ+ൊരു
വ ി ള ി പ ് പ േ ര ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,വിളിപ്പേര+ുള്ള
ക ് ര ാ ന ് ത ദ ർ ശ ി യ ാ യ യ ൊ ര ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP,ക്രാന്തദർശിയ+ായയ+ൊരു
സ ർ ക ് ക ാ ര ു ദ ് യ േ ാ ഗ സ ് ഥ യ ാ യ,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP,സർക്കാര+ുദ്യോഗസ്ഥയ+ായ
2 0 0 - ല ധ ി ക ം,NSP NSP NSP NSP SP NSP NSP NSP NSP,200-ല+ധികം
മ ഴ ക ് ക ാ ല മ ാ ക ു ന ് ന ത ോ ട െ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മഴക്കാലമ+ാകുന്നതോടെ
* ന ീ ര യ െ ട ു ക ് ക ു ന ് ന,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,*നീരയ+െടുക്കുന്ന
അ ന ് ത ി യ ു റ ങ ് ങ ാ ന ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,അന്തിയുറങ്ങാന+ുള്ള
പ ി ന ി ല ് ല യ ു ട െ യ ു മ ല ക ് സ ീ സ ് സ ാ ഞ ് ച സ ി ന ് റ െ യ ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,പിനില്ലയുടെയുമ+ലക്സീസ്സാഞ്ചസിന്റെയും
ര ാ ജ ാ വ ാ യ ി ത ് ത ീ ർ ന ് ന,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,രാജാവ+ായിത്തീർന്ന
പ ് ര ോ ജ ് വ ല മ ാ ക ് ക ാ ന ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,പ്രോജ്വലമ+ാക്കാന+ുള്ള
ല ോ ക ക പ ് പ ൊ ത ു ങ ് ങ ി ക ് ക ഴ ി ഞ ് ഞ ു ക ൂ ട ി,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ലോകകപ്പ+ൊതുങ്ങിക്കഴിഞ്ഞുകൂടി
ശ ു ഭ ോ ദ ർ ക ് ക മ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,ശുഭോദർക്കമ+ാണ്
വ ന ് യ ത യ ു ട െ യ ൊ ഴ ു ക ു ന ് ന,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,വന്യതയുടെയ+ൊഴുകുന്ന
ക ൊ ല പ ാ ത ക മ ല ് ല യ െ ന ് ന ്,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP,കൊലപാതകമ+ല്ലയ+െന്ന്
സ മ ് ‌ റ ു ദ ു വ ി ന ് റ െ പ ് പ ി ന ് ന ി ല ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,സമ്‌റുദുവിന്റെപ്പ+ിന്നിലും
ഉ ദ ാ ഹ ര ണ മ ാ ണ ്,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,ഉദാഹരണമ+ാണ്
പ ൊ ത ു വ ി ദ ് യ ാ ഭ ് യ ാ സ ത ് ത ി ന ് റ െ ക ് ക ാ ര ് യ ത ് ത ി ല ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,പൊതുവിദ്യാഭ്യാസത്തിന്റെക്ക+ാര്യത്തിലും
സ ര ് ക ് ക ാ ര ു ക ള ു ട െ യ ന ു ക ൂ ല വ ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,സര്ക്കാരുകളുടെയ+നുകൂലവും
ബ ോ ധ ് യ ങ ് ങ ള ു ണ ് ട ാ വ ണ മ ല ് ല ോ,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,ബോധ്യങ്ങള+ുണ്ടാവണമ+ല്ലോ
അ ത ു ക ൊ ണ ് ട ു ത ന ് ന െ,NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,അതു+കൊണ്ടു+തന്നെ
ധ ാ ര ണ യ െ ങ ് ങ ന െ യ ോ,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,ധാരണയ+െങ്ങനെയോ
സ ് വ ക ാ ര ് യ യ െ യ ര ് ല ൈ ന ു ക ൾ,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,സ്വകാര്യയ+െയര്ലൈനുകൾ
ക ോ ൺ ഗ ് ര സ ് സ ു ക ാ ര ന ാ യ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP,കോൺഗ്രസ്സുകാരന+ായ
ഉ പ യ ോ ഗ ി ക ് ക പ ് പ െ ട ു ന ് ന ു മ ു ണ ് ട ു ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,ഉപയോഗിക്കപ്പെടുന്നുമ+ുണ്ടു്
വ ി ശ ് വ സ ി ച ് ച ി ര ു ന ് ന ു വ െ ങ ് ക ി ല ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,വിശ്വസിച്ചിരുന്നുവ+െങ്കിലും
പ ് ര ത ് യ േ ക ത ക ള ു മ ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,പ്രത്യേകതകളുമ+ായി
സ ൗ ഹ ൃ ദ ങ ് ങ ള ങ ് ങ ന െ,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,സൗഹൃദങ്ങള+ങ്ങനെ
ത ീ ര ു മ ാ ന പ ് ര ക ് ര ി യ യ ാ ര ം ഭ ി ക ് ക ു ക യ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,തീരുമാനപ്രക്രിയയ+ാരംഭിക്കുകയ+ാണ്
വ ർ ‍ ദ ് ധ ി പ ് പ ി ക ് ക ാ ന െ ള ു പ ് പ മ ാ ണ െ ന ് ന ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP,വർ‍ദ്ധിപ്പിക്കാന+െളുപ്പമ+ാണ+െന്ന്
ര ൂ പ പ ് പ െ ട ു ത ് ത േ ണ ് ട ത ി ന ് റ െ യ ാ വ ശ ് യ ക ത യ ു മ ദ ് ദ േ ഹ മ െ ട ു ത ് ത ു പ റ ഞ ് ഞ ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,രൂപപ്പെടുത്തേണ്ടതിന്റെയ+ാവശ്യകതയുമ+ദ്ദേഹമ+െടുത്തുപറഞ്ഞു
സ മ ാ ന മ ാ യ,NSP NSP NSP NSP SP NSP NSP,സമാനമ+ായ
ക ് ഷ മ ക േ ട ോ ട െ യ ു മ ാ യ ി ര ി ക ് ക ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ക്ഷമകേടോടെയുമ+ായിരിക്കും
ഏ റ െ യ ാ ണ െ ന ് ന ാ ണ ്,NSP NSP NSP SP NSP SP NSP NSP NSP SP NSP NSP NSP,ഏറെയ+ാണ+െന്ന+ാണ്
ക ു ട ി ക ് ക ാ വ ു ന ് ന ത ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,കുടിക്കാവുന്നത+ാണ്
ന ി യ ന ് ത ് ര ണ ങ ് ങ ള ാ വ ി ഷ ് ക ര ി ക ് ക ാ ന ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,നിയന്ത്രണങ്ങള+ാവിഷ്കരിക്കാനും
പ യ റ ു മ ു ഴ ു ന ് ന ു ം,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,പയറുമ+ുഴുന്നും
പ ി മ ാ ര ാ യ,NSP NSP NSP NSP SP NSP NSP,പിമാര+ായ
വ ് യ ക ് ത മ ാ യ,NSP NSP NSP NSP NSP NSP SP NSP NSP,വ്യക്തമ+ായ
ദ ് ര ാ സ ി ല െ ത ് ത ി,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ദ്രാസില+െത്തി
പ ് ര ജ ് വ ല ി ക ് ക യ ു ം ച െ യ ് ത ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,പ്രജ്വലിക്കയും+ചെയ്തു
ന ി ങ ് ങ ള െ വ ി ട െ പ ് പ ാ ർ പ ് പ ി ക ് ക ു മ െ ന ് ന,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,നിങ്ങള+െവിടെപ്പ+ാർപ്പിക്കുമ+െന്ന
പ ് ര ത ി ച ് ഛ ാ യ യ ാ ണ ി വ ി ട െ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP,പ്രതിച്ഛായയ+ാണ+ിവിടെ
മ ണ ് ണ ി ട ് ട ു റ പ ് പ ി ക ് ക ണ ം,NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മണ്ണ+ിട്ട+ുറപ്പിക്കണം
പ ാ ത ് ര ങ ് ങ ള ട ച ് ച ു,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,പാത്രങ്ങള+ടച്ചു
മ ി ക വ പ ാ ര മ ാ യ ി ര ു ന ് ന ു,NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മികവ+പാരമ+ായിരുന്നു
അ ത ി ന ട ു ത ് ത,NSP NSP NSP SP NSP NSP NSP NSP NSP,അതിന+ടുത്ത
വ ാ ഹ ന ത ് ത െ യ ൊ ന ് ന ു,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,വാഹനത്തെയ+ൊന്നു
ജ ന ി ത ക മ ാ യ ത ു ം,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ജനിതകമ+ായതും
പ െ ാ ത ു വ െ യ ട ി ഞ ് ഞ ു ക ൂ ട ി യ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,പൊതുവെയ+ടിഞ്ഞുകൂടിയ
ട ൂ റ ി സ ത ് ത ി ന ു മ ാ യ ി യ ൊ ര ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP,ടൂറിസത്തിനുമ+ായിയ+ൊരു
അ ത ു ണ ് ട ാ യ ി ല ് ല,NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,അത+ുണ്ടായില്ല
വ റ ് റ ാ ത ് ത യ ു റ വ യ ാ യ യ ാ,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP SP NSP,വറ്റാത്തയ+ുറവയ+ായയ+ാ
ച െ റ ു ശ ാ ഖ ക ള ി ല ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,ചെറുശാഖകളില+ാണ്
ക ാ ണ ല ാ ണ ്,NSP NSP NSP SP NSP NSP NSP,കാണല+ാണ്
സ ു ഗ ീ ത ി ന ് റ െ പ ് പ ു ത ി യ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,സുഗീതിന്റെപ്പ+ുതിയ
ക വ റ േ ജ ി ല ് ല ാ ത െ യ ാ യ ി,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,കവറേജ+ില്ലാതെയ+ായി
സ മ ൂ ഹ ത ് ത ി ന ് റ െ പ ് പ ങ ് ക ാ ള ി ത ് ത മ ി ല ് ല ാ ത െ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,സമൂഹത്തിന്റെപ്പ+ങ്കാളിത്തമ+ില്ലാതെ
മ ാ ത ൃ ക ക ള ാ യ ി,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,മാതൃകകള+ായി
മ െ ക ് ക ാ ന ി ക ് ക ു മ ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,മെക്കാനിക്കുമ+ായി
മ േ ഖ ല ക ള െ ന ് ന ്,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,മേഖലകള+െന്ന്
ധ മ ന ീ വ ൈ ക ല ് യ ങ ് ങ ള ു ണ ് ട ാ ക ു മ ് പ ോ ള ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ധമനീവൈകല്യങ്ങള+ുണ്ടാകുമ്പോള്
ത ന ് ന െ യ വ ർ ‍ ‍,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,തന്നെയ+വർ‍‍
ന ട ് ട ു വ ള ർ ത ് ത ാ ന ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,നട്ടുവളർത്താന+ുള്ള
ഞ ങ ് ങ ൾ ക ് ക ൊ ര ു,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,ഞങ്ങൾക്ക+ൊരു
അ ധ ് യ ക ് ഷ ന ാ യ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP,അധ്യക്ഷന+ായ
ആ ര ് യ ന ് മ ാ ര ു ട െ യ ൊ ട ു വ ി ല ത ് ത െ ത ് ത ല മ ു റ യ ു ട െ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,ആര്യന്മാരുടെയ+ൊടുവിലത്തെത്ത+ലമുറയുടെ
ത ൃ ശ ് ശ ൂ ര ി ല ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,തൃശ്ശൂരില+ാണ്
അ ത ി ന ു ള ് ള യ ൊ ര ് ക ് ക വ ു ം,NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,അതിന+ുള്ളയ+ൊര്ക്കവും
സ ാ ധ ന ങ ് ങ ള ൊ ന ് ന ു മ ു ണ ് ട ാ യ ി ര ു ന ് ന ി ല ് ല,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,സാധനങ്ങള+ൊന്നുമ+ുണ്ടായിരുന്നില്ല
ത ാ ഴ െ യ ു ള ് ള വ ര ി ല ു ം,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,താഴെയ+ുള്ളവരിലും
ന ി ത ് യ േ ന യ ു ള ് ള യ ു പ യ േ ാ ഗ ം,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,നിത്യേനയ+ുള്ളയ+ുപയോഗം
ക ു ട ു ം ബ ബ ന ് ധ ങ ് ങ ള ു മ ാ യ ി യ ു ള ് ള ‍,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP,കുടുംബബന്ധങ്ങളുമ+ായിയ+ുള്ള‍
ഘ ട ക ങ ് ങ ള ി ത ി ന ു,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ഘടകങ്ങള+ിതിനു
പ ് ര ി യ മ േ റ ു ന ് ന ു,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,പ്രിയമ+േറുന്നു
ബ ഷ ീ ര െ ന ് ന യ ന ു ഗ ് ര ഹ ം,NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,ബഷീര+െന്നയ+നുഗ്രഹം
ന ാ ല ോ വ ഞ ് ച ോ,NSP NSP NSP NSP SP NSP NSP NSP NSP,നാലോവ+ഞ്ചോ
ഉ ള ് ള യ ാ ള ു ട െ,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ഉള്ളയ+ാളുടെ
വ ാ ണ ി ജ ് യ ാ വ ശ ് യ ത ് ത ി ന ു പ യ ോ ഗ ി ക ് ക ാ ത െ യ ി വ ി ട ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,വാണിജ്യാവശ്യത്തിന+ുപയോഗിക്കാതെയ+ിവിടം
ബ ് ര ി ട ് ട ണ ി ല െ യ േ റ ് റ വ ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,ബ്രിട്ടണിലെയ+േറ്റവും
ഫ േ ാ റ ത ് ത ി ല ാ യ ി ര ു ന ് ന ു,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ഫോറത്തില+ായിരുന്നു
വ െ ല ് ല ാ ന ൊ ന ് ന ി ന ു ം,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,വെല്ലാന+ൊന്നിനും
ന ീ ല യ ാ ക ാ ശ ം,NSP NSP NSP SP NSP NSP NSP NSP NSP,നീലയ+ാകാശം
വ ് യ ക ് ത മ ാ യ യ വ ബ ോ ധ വ ു മ ത ് യ ാ വ ശ ് യ മ ാ ണ ്,NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,വ്യക്തമ+ായയ+വബോധവുമ+ത്യാവശ്യമ+ാണ്
സ ാ ഹ ച ര ് യ മ ു ണ ് ട ാ ക ു മ ് പ ോ ൾ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,സാഹചര്യമ+ുണ്ടാകുമ്പോൾ
പ ാ ല ക ് ക െ ന ് ന യ ി വ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP,പാലക്ക+െന്നയ+ിവ
ക ൂ ട ി യ ു ണ ് ട ്,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,കൂടിയ+ുണ്ട്
പ ് ര ാ യ േ ണ യ െ ള ു പ ് പ ത ് ത ി ൽ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,പ്രായേണയ+െളുപ്പത്തിൽ
മ ു ഖ ച ് ഛ ാ യ മ ാ റ ് റ ു ന ് ന,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മുഖച്ഛായ+മാറ്റുന്ന
മ േ ൽ പ ് പ റ ഞ ് ഞ യ യ ഡ ി ൻ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,മേൽപ്പറഞ്ഞയ+യഡിൻ
ക ോ ഴ ് ‌ സ ു ക ള ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,കോഴ്‌സുകള+ാണ്
ആ ര ം ഭ ി ക ് ക ാ ന ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,ആരംഭിക്കാന+ുള്ള
ആ ക ് ക ു ള മ െ ന ് ന യ ീ,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP,ആക്കുളമ+െന്നയ+ീ
ന ി ന ് ന വ യ െ,NSP NSP NSP NSP SP NSP NSP NSP,നിന്ന+വയെ
അ വ ര ു ട െ ക ് ക ഴ ി വ ു ക ള ു ം,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,അവരുടെക്ക+ഴിവുകളും
എ ള ു പ ് പ മ ല ് ല,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,എളുപ്പമ+ല്ല
