Text,Marked,Labels
तस्य परमाम्रेडितम्‌,तस्य+परम्+आम्रेडितम्, NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अनुदात्तं च,अनुदात्तम्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
परेर्वर्जने,परेः+वर्जने, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
वाक्यादेरामन्त्रितस्यासूयासम्मतिकोपकुत्सनभर्त्सनेषु,वाक्यादेः+आमन्त्रितस्य+असूयासम्मतिकोपकुत्सनभर्त्सनेषु, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
एकं बहुव्रीहिवत्‌,एकम्+बहुव्रीहिवत्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
कर्मधारयवत्‌ उत्तरेषु,कर्मधारयवत्+उत्तरेषु, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
अकृच्छ्रे प्रियसुखयोरन्यतरस्याम्,अकृच्छ्रे+प्रियसुखयोः+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
द्वन्द्वं रहस्यमर्यादावचनव्युत्क्रमणयज्ञपात्रप्रयोगाभिव्यक्तिषु,द्वन्द्वम्+रहस्यमर्यादावचनव्युत्क्रमणयज्ञपात्रप्रयोगाभिव्यक्तिषु, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अनुदात्तं सर्वमपादादौ,अनुदात्तम्+सर्वम्+अपादादौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
युष्मदस्मदोः षष्ठीचतुर्थीद्वितीयास्थयोर्वान्नावौ,युष्मदस्मदोः+षष्ठीचतुर्थीद्वितीयास्थयोः+वान्नावौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
बहुवचने वस्नसौ,बहुवचनस्य+वस्नसौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
तेमयावेकवचनस्य,तेमयौ+एकवचनस्य, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
पश्यार्थैश्चानालोचने,पश्यार्थैः+च+अनालोचने, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
सपूर्वायाः प्रथमाया विभाषा,सपूर्वायाः+प्रथमायाः+विभाषा, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
तिङो गोत्रादीनि कुत्सनाभीक्ष्ण्ययोः,तिङः+गोत्रादीनि+कुत्सनाभीक्ष्ण्ययोः, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
तिङ्ङतिङः,तिङ्+अतिङः, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
निपातैर्यद्यदिहन्तकुविन्नेच्चेच्चण्कच्चिद्यत्रयुक्तम्,निपातैः+यद्यदिहन्तकुविन्नेच्चेच्चण्कच्चिद्यत्रयुक्तम्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
सत्यं प्रश्ने,सत्यम्+प्रश्ने, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
अङ्गाप्रातिलोम्ये,अङ्ग+अप्रातिलोम्ये, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
छन्दस्यनेकमपि साकाङ्क्षम्‌,छन्दसि+अनेकम्+अपि+साकाङ्क्षम्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
पूजायां नानन्तरम्,पूजायाम्+न+अनन्तरम्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
उपसर्गव्यपेतं च,उपसर्गव्यपेतम्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
नन्वित्यनुज्ञैषणायाम्,ननु+इति+अनुज्ञैषणायाम्, NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
किं क्रियाप्रश्नेऽनुपसर्गमप्रतिषिद्धम्‌,किम्+क्रियाप्रश्ने+अनुपसर्गम्+अप्रतिषिद्धम्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
जात्वपूर्वम्,जातु+अपूर्वम्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
किम्वृत्तं च चिदुत्तरम्,किम्वृत्तम्+च+चिदुत्तरम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
आहो उताहो चानन्तरम्,आहो+उताहो+च+अनन्तरम्, NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
गत्यर्थलोटा लृण्न चेत्‌ कारकं सर्वान्यत्‌,गत्यर्थलोटा+लृट्+न+चेत्+कारकम्+सर्वान्यत्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
विभाषितं सोपसर्गमनुत्तमम्‌,विभाषितम्+सोपसर्गम्+अनुत्तमम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
आम एकान्तरमामन्त्रितमनन्तिके,आम+एकान्तरम्+आमन्त्रितम्+अनन्तिके, NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
यद्धितुपरं छन्दसि,यद्धितुपरम्+छन्दसि, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
चनचिदिवगोत्रादितद्धिताम्रेडितेष्वगतेः,चनचिदिवगोत्रादितद्धिताम्रेडितेषु+आगतेः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
हेति क्षियायाम्,ह+इति+क्षियायाम्, NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अहेति विनियोगे च,अह+इति+विनियोगे+च, NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
चाहलोप एवेत्यवधारणम्,चाहलोप+एव+इति+अवधारणम्, NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
वैवावेति च च्छन्दसि,वैवाव+इति+च+छन्दसि, NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP
एकान्याभ्यां समर्थाभ्याम्,एकान्याभ्याम्+समर्थाभ्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
यद्वृत्तान्नित्यं,यद्वृतात्+नित्यम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
पूजनात्‌ पूजितमनुदात्तम् (काष्ठादिभ्यः),पूजनात्+पूजितम्+अनुदात्तम्+(काष्ठादिभ्यः), NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
सगतिरपि तिङ्,सगतिः+अपि+तिङ्, NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP
कुत्सने च सुप्यगोत्रादौ,कुत्सने+च+सुपि+अगोत्रादौ, NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
गतिर्गतौ,गतिः+गतौ, NSP NSP NSP NSP SP NSP NSP NSP
तिङि चोदात्तवति,तिङि+च+उदात्तवति, NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
आमन्त्रितं पूर्वम् अविद्यमानवत्‌,आमन्त्रितम्+पूर्वम्+अविद्यमानवत्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
नामन्त्रिते समानाधिकरणे (सामान्यवचनम्),न+आमन्त्रिते+समानाधिकरणे+(सामान्यवचनम्), NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
विभाषितं विशेषवचने बहुवचनम्,विभाषितम्+सोपसर्गम्+अनुत्तमम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
पूर्वत्रासिद्धम्,पूर्वत्र+असिद्धम्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
उदात्तस्वरितयोर्यणः स्वरितोऽनुदात्तस्य,उदात्तस्वरितयोः+यणः+स्वरितः+अनुदात्तस्य, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
एकादेश उदात्तेनोदात्तः,एकादेशः+उदात्तेन+उदात्तः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
स्वरितो वाऽनुदात्ते पदादौ,स्वरितः+वा+अनुदात्ते+पदादौ, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
नलोपः प्रातिपदिकान्तस्य,न+लोपः+प्रातिपदिक+अन्तस्य, NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
मादुपधायाश्च मतोर्वोऽयवादिभ्यः,मात्+उपधायाः+च+मतोः+वः+अयवादिभ्यः, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
आसन्दीवदष्ठीवच्चक्रीवत्कक्षीवद्रुमण्वच्चर्मण्वती,आसन्दीवत्+अष्ठीवत्+चक्रीवत्++कक्षीवत्++रुमण्वत्+चर्मण्वती, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP SP NSP NSP NSP NSP NSP NSP NSP NSP SP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
उदन्वानुदधौ च,उदन्वान्+उदधौ+च, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP
छन्दसीरः,छन्दसि+इरः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
अनो नुट्,अनः+नुट्, NSP NSP NSP SP NSP NSP NSP NSP
नाद्घस्य,नात्+घस्य, NSP NSP NSP NSP SP NSP NSP NSP NSP
कृपो रो लः,कृपः+रः+लः, NSP NSP NSP NSP SP NSP NSP SP NSP NSP
उपसर्गस्यायतौ,उपसर्गस्य+अयतौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
ग्रो यङि,ग्रः+यङि, NSP NSP NSP NSP SP NSP NSP NSP
परेश्च घाङ्कयोः,परेः+च+घाङ्कयोः, NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
रात्‌ सस्य,रात्+सस्य, NSP NSP NSP NSP SP NSP NSP NSP NSP
झलो झलि,झलः+झलि, NSP NSP NSP SP NSP NSP NSP
ह्रस्वादङ्गात्‌,ह्रस्वात्+अङ्गात्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
इट ईटि,इटः+ईटि, NSP NSP NSP SP NSP NSP NSP
स्कोः संयोगाद्योरन्ते च,स्कोः+संयोगाद्योः+अन्ते+च, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP
हो ढः,हः+ढः, NSP NSP SP NSP NSP
दादेर्धातोर्घः,दादेः+धातोः+घः, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP
नहो धः,नहः+धः, NSP NSP NSP SP NSP NSP
आहस्थः,आहः+थः, NSP NSP NSP SP NSP NSP
व्रश्चभ्रस्जसृजमृजयजराजभ्राजच्छशां षः,व्रश्चभ्रस्जसृजमृजयजराजभ्राजच्छशाम्+षः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
एकाचो बशो भष् झषन्तस्य स्ध्वोः,एकाचः+बशः+भष्+झषन्तस्य+स्ध्वोः, NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
दधस्तथोश्च,दधः+तथोः+च, NSP NSP NSP SP NSP NSP NSP NSP SP NSP
झलां जशोऽन्ते,झलाम्+जशः+अन्ते, NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP
झषस्तथोर्धोऽधः,झषः+तथोः+धः+अधः, NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP
रदाभ्यां निष्ठातो नः पूर्वस्य च दः,रदाभ्याम्+निष्ठान्तः+नः+पूर्वस्य+च+दः, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP
संयोगादेरातो धातोर्यण्वतः,संयोगादेः+आतः+धातोः+यण्वतः, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
ओदितश्च,ओदितः+च, NSP NSP NSP NSP NSP SP NSP
क्षियो दीर्घात्‌,क्षियः+दीर्घात्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
श्योऽस्पर्शे,श्यः+अस्पर्शे, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
अञ्चोऽनपादाने,अञ्चः+अनपादाने, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
दिवोऽविजिगीषायाम्,दिवः+अविजिगीषायाम्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
निर्वाणोऽवाते,निर्वाणः+अवाते, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
पचो वः,पचः+वः, NSP NSP NSP SP NSP NSP
क्षायो मः,क्षायः+मः, NSP NSP NSP NSP NSP NSP SP NSP NSP
प्रस्त्योऽन्यतरस्याम्,प्रस्त्यः+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अनुपसर्गात्‌ फुल्लक्षीबकृशोल्लाघाः,अनुपसर्गात्+फुल्लक्षीबकृशोल्लाघाः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
नुदविदोन्दत्राघ्राह्रीभ्योऽन्यतरस्याम्,नुदविदोन्दत्राघ्राह्रीभ्यः+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
वित्तो भोगप्रत्यययोः,वित्तः+भोगप्रत्यययोः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
भित्तं शकलम्,भित्तम्+शकलम्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
ऋणमाधमर्ण्ये,ऋणम्+आधमर्ण्ये, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
नशेर्वा,नशेः+वा, NSP NSP NSP NSP SP NSP NSP
मो नो धातोः,मः+नः+धातोः, NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP
म्वोश्च,म्वोः+च, NSP NSP NSP NSP NSP SP NSP
ससजुषो रुः,ससजुषोः+रुः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
अवयाःश्वेतवाःपुरोडाश्च,अवयाः+श्वेतवाः+पुरोडाः+च, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP
रोऽसुपि,रः+असुपि, NSP NSP SP NSP NSP NSP NSP NSP
भुवश्च महाव्याहृतेः,भुवः+च+महाव्याहृतेः, NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
वसुस्रंसुध्वंस्वनडुहां दः,वसुस्रंसुध्वंस्वनडुहाम्+दः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
तिप्यनस्तेः,तिपि+अनस्तेः, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
सिपि धातो रुर्वा,सिपि+धातोः+रुः+वा, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP
दश्च,दः+च, NSP NSP SP NSP
र्वोरुपधाया दीर्घ इकः,र्वोः+उपधाया+दीर्घ+इकः, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP
उपधायां च,उपधायाम्+च, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
अदसोऽसेर्दादु दो मः,अदसः+असेः+दात्+उ+दः+मः, NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP SP NSP NSP SP NSP NSP
एत ईद्बहुवचने,एतः+ईत्+बहुवचने, NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
वाक्यस्य टेः प्लुत उदात्तः,वाक्यस्य+टेः+प्लुतः+उदात्तः, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
दूराद्धूते च,दूरात्+हूते+च, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP
गुरोरनृतोऽनन्त्यस्याप्येकैकस्य प्राचाम्,गुरोः+अनृतः+अनन्त्यस्य+अपि+एकैकस्य+प्राचाम्, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
ओमभ्यादाने,ओम्+अभ्यादाने, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
प्रणवष्टेः,प्रणवः+टेः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
ब्रूहिप्रेस्यश्रौषड्वौषडावहानामादेः,ब्रूहिप्रेस्यश्रौषड्वौषडावहानाम्+आदेः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
निगृह्यानुयोगे च,निगृह्य+अनुयोगे+च, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP
आम्रेडितं भर्त्सने,आम्रेडितम्+भर्त्सने, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
अङ्गयुक्तं तिङ् आकाङ्क्षम्,अङ्गयुक्तम्+तिङ्+आकाङ्क्षम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
पूर्वं तु भाषायाम्,पूर्वम्+तु+भाषायाम्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
अनुदात्तं प्रश्नान्ताभिपूजितयोः,अनुदात्तम्+प्रश्नान्ताभिपूजितयोः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
चिदिति चोपमाऽर्थे प्रयुज्यमाने,चित्+ति+च+उपमाऽर्थे+प्रयुज्यमाने, NSP NSP NSP NSP SP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
उपरिस्विदासीदिति च,उपरि+स्वित्+आसीत्+इति+च, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP
स्वरितमाम्रेडितेऽसूयासम्मतिकोपकुत्सनेषु,स्वरितम्+आम्रेडिते+असूयासम्मतिकोपकुत्सनेषु, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अनन्त्यस्यापि प्रश्नाख्यानयोः,अनन्त्यस्य+अपि+प्रश्नाख्यानयोः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
प्लुतावैच इदुतौ,प्लुतौ+ऐचः+इदुतौ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP
एचोऽप्रगृह्यस्यादूराद्धूते पूर्वस्यार्धस्यादुत्तरस्येदुतौ,एचः+अप्रगृह्यस्य+अदूरात्+हूते+पूर्वस्य+अर्धस्य+उत्तरस्य+इदुतौ, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
तयोर्य्वावचि संहितायाम्,तयोः+य्वौ+अचि+संहितायाम्, NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
मतुवसो रु सम्बुद्धौ छन्दसि,मतुवसोः+रु+सम्बुद्धौ+छन्दसि, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
अत्रानुनासिकः पूर्वस्य तु वा,अत्र+अनुनासिकः+पूर्वस्य+तु+वा, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP
आतोऽटि नित्यम्,आतः+अटि+नित्यम्, NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
अनुनासिकात्‌ परोऽनुस्वारः,अनुनासिकात्+परः+अनुस्वारः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
पुमः खय्यम्परे,पुमः+खयि+अम्परे, NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
नश्छव्यप्रशान्,नः+छवि+अप्रशान्, NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
उभयथर्क्षु,उभयथा+ऋक्षु, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
दीर्घादटि समानपदे,दीर्घात्+अटि+समानपादे, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
कानाम्रेडिते,कान्+आम्रेडिते, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
ढो ढे लोपः,ढः+ढे+लोपः, NSP NSP SP NSP NSP SP NSP NSP NSP NSP
रो रि,रः+रि, NSP NSP SP NSP NSP
