Text,Labels,Mapped_Text
अत्वसन्तस्य चाधातोः,अत्वसन्तस्य+च+अधातोः,अत्वसन्तस्य NSP चाधातोः NSP
अज्झनगमां सनि,अज्झनगमाम्+सनि,अज्झनगमां NSP सनि NSP
तनोतेर्विभाषा,तनोतेः+विभाषा,तनोतेर्विभाषा NSP
क्रमश्च क्त्वि,क्रमः+च+क्त्वि,क्रमश्च NSP क्त्वि NSP
च्छ्वोः शूडनुनासिके च,च्छ्वोः+शूठ्+अनुनासिके+च,च्छ्वोः NSP शूडनुनासिके NSP च NSP
ज्वरत्वरश्रिव्यविमवामुपधायाश्च,ज्वरत्वरस्रिव्यविमवाम्+उपधायाः+च,ज्वरत्वरश्रिव्यविमवामुपधायाश्च NSP
राल्लोपः,रात्+लोपः,राल्लोपः NSP
असिद्धवदत्राभात्‌,असिद्धवत्+अत्र+आ+भात्,असिद्धवदत्राभात्‌ NSP
श्नान्नलोपः,श्नात्+नलोपः,श्नान्नलोपः NSP
अनिदितां हल उपधायाः क्ङिति,अनिदिताम्+हलः+उपधायाः+क्ङिति,अनिदितां NSP हल NSP उपधायाः NSP क्ङिति NSP
दन्शसञ्जस्वञ्जां शपि,दन्शसञ्जस्वञ्जाम्+शपि,दन्शसञ्जस्वञ्जां NSP शपि NSP
रञ्जेश्च,रञ्जेः+च,रञ्जेश्च NSP
स्यदो जवे,स्यदः+जवे,स्यदो NSP जवे NSP
नाञ्चेः पूजायाम्,न+अञ्चेः+पूजायाम्,नाञ्चेः NSP पूजायाम् NSP
जान्तनशां विभाषा,जान्तनशाम्+विभाषा,जान्तनशां NSP विभाषा NSP
भञ्जेश्च चिणि,भञ्जेः+च+चिणि,भञ्जेश्च NSP चिणि NSP
शास इदङ्हलोः,शासः+इत्+अङ्‍हलोः,शास NSP इदङ्हलोः NSP
हन्तेर्जः,हन्तेः+जः,हन्तेर्जः NSP
अनुदात्तोपदेशवनतितनोत्यादीनामनुनासिकलोपो झलि क्ङिति,अनुदात्तोपदेशवनतितनोत्यादीनाम्+अनुनासिक+लोपः+झलि+क्ङिति,अनुदात्तोपदेशवनतितनोत्यादीनामनुनासिकलोपो NSP झलि NSP क्ङिति NSP
न क्तिचि दीर्घश्च,न+क्तिचि+दीर्घः+च,न NSP क्तिचि NSP दीर्घश्च NSP
विड्वनोरनुनासिकस्यात्‌,विड्‍वनोः+अनुनासिकस्य+आत्,विड्वनोरनुनासिकस्यात्‌ NSP
जनसनखनां सञ्झलोः,जनसनखनाम्+सञ्झलोः,जनसनखनां NSP सञ्झलोः NSP
तनोतेर्यकि,तनोतेः+यकि,तनोतेर्यकि NSP
सनः क्तिचि लोपश्चास्यान्यतरस्याम्,सनः+क्तिचि+लोपः+च+अस्य+अन्यतरस्याम्,सनः NSP क्तिचि NSP लोपश्चास्यान्यतरस्याम् NSP
भ्रस्जो रोपधयोः रमन्यतरस्याम्‌,भ्रस्जः+रोपधयोः+रम्+अन्यतरस्याम्,भ्रस्जो NSP रोपधयोः NSP रमन्यतरस्याम्‌ NSP
अतो लोपः,अतः+लोपः,अतो NSP लोपः NSP
णेरनिटि,णेः+अनिटि,णेरनिटि NSP
निष्ठायां सेटि,निष्ठायाम्+सेटि,निष्ठायां NSP सेटि NSP
अयामन्ताल्वाय्येत्न्विष्णुषु,अय्+आमन्ताल्वाय्येत्न्विष्णुषु,अयामन्ताल्वाय्येत्न्विष्णुषु NSP
ल्यपि लघुपूर्वात्‌,ल्यपि+लघुपूर्वात्,ल्यपि NSP लघुपूर्वात्‌ NSP
विभाषाऽऽपः,विभाषा+आपः,विभाषाऽऽपः NSP
युप्लुवोर्दीर्घश्छन्दसि,युप्लुवोः+दीर्घः+छन्दसि,युप्लुवोर्दीर्घश्छन्दसि NSP
निष्ठायां अण्यदर्थे,निष्ठायाम्+अण्यदर्थे,निष्ठायां NSP अण्यदर्थे NSP
वाऽऽक्रोशदैन्ययोः,वा+आक्रोशदैन्ययोः,वाऽऽक्रोशदैन्ययोः NSP
स्यसिच्सीयुट्तासिषु भावकर्मणोरुपदेशेऽज्झनग्रहदृशां वा चिण्वदिट् च,स्यसिच्सीयुट्‍तासिषु+भावकर्म्मणोः+उपदेशे+अज्झनग्रहदृशाम्+वा+चिण्वत्+इट्+च,स्यसिच्सीयुट्तासिषु NSP भावकर्मणोरुपदेशेऽज्झनग्रहदृशां NSP वा NSP चिण्वदिट् NSP च NSP
दीङो युडचि क्ङिति,दीङः+युट्+अचि+क्ङिति,दीङो NSP युडचि NSP क्ङिति NSP
आतो लोप इटि च,आतः+लोप+इटि+च,आतो NSP लोप NSP इटि NSP च NSP
ईद्यति,ईत्+यति,ईद्यति NSP
घुमास्थागापाजहातिसां हलि,घुमास्थागापाजहातिसाम्+हलि,घुमास्थागापाजहातिसां NSP हलि NSP
एर्लिङि,एः+लिङि,एर्लिङि NSP
वाऽन्यस्य संयोगादेः,वा+अन्यस्य+संयोगादेः,वाऽन्यस्य NSP संयोगादेः NSP
मयतेरिदन्यतरस्याम्,मयतेः+इत्+अन्यतरस्याम्,मयतेरिदन्यतरस्याम् NSP
लुङ्लङ्लृङ्क्ष्वडुदात्तः,लुङ्लङ्लृङ्क्ष्व्+अट्+उदात्तः,लुङ्लङ्लृङ्क्ष्वडुदात्तः NSP
आडजादीनाम्,आट्+अजादीनाम्,आडजादीनाम् NSP
छन्दस्यपि दृश्यते,छन्दसि+अपि+दृश्यते,छन्दस्यपि NSP दृश्यते NSP
बहुलं छन्दस्यमाङ्योगेऽपि,बहुलम्+छन्दसि+अमाङ्योगे+अपि,बहुलं NSP छन्दस्यमाङ्योगेऽपि NSP
इरयो रे,इरयोः+रे,इरयो NSP रे NSP
अचि श्नुधातुभ्रुवां य्वोरियङुवङौ,अचि+श्नुधातुभ्रुवाम्+य्वोः+इयङुवङौ,अचि NSP श्नुधातुभ्रुवां NSP य्वोरियङुवङौ NSP
अभ्यासस्यासवर्णे,अभ्यासस्य+आसवर्णे,अभ्यासस्यासवर्णे NSP
वाऽम्शसोः,वा+अम्शसोः,वाऽम्शसोः NSP
इणो यण्,इणः+यण्,इणो NSP यण् NSP
एरनेकाचोऽसंयोगपूर्वस्य,एः+अनेकाचः+असंयोगपूर्वस्य,एरनेकाचोऽसंयोगपूर्वस्य NSP
वर्षाभ्वश्च,वर्षाभ्वः+च,वर्षाभ्वश्च NSP
छन्दस्युभयथा,छन्दसि+उभयथा,छन्दस्युभयथा NSP
भुवो वुग्लुङ्लिटोः,भुवः+वुक्+लुङ्लिटोः,भुवो NSP वुग्लुङ्लिटोः NSP
ऊदुपधाया गोहः,ऊत्+उपधायाः+गोहः,ऊदुपधाया NSP गोहः NSP
दोषो णौ,दोषः+णौ,दोषो NSP णौ NSP
मितां ह्रस्वः,मिताम्+ह्रस्वः,मितां NSP ह्रस्वः NSP
चिण्णमुलोर्दीर्घोऽन्यतरस्याम्,चिण्णमुलोः+दीर्घः+अन्यतरस्याम्,चिण्णमुलोर्दीर्घोऽन्यतरस्याम् NSP
ह्लादो निष्ठायाम्,ह्लादः+निष्ठायाम्,ह्लादो NSP निष्ठायाम् NSP
छादेर्घेऽद्व्युपसर्गस्य,छादेः+घे+अद्‍व्युपसर्गस्य,छादेर्घेऽद्व्युपसर्गस्य NSP
गमहनजनखनघसां लोपः क्ङित्यनङि,गमहनजनखनघसाम्+लोपः+क्ङिति+अनङि,गमहनजनखनघसां NSP लोपः NSP क्ङित्यनङि NSP
तनिपत्योश्छन्दसि,तनिपत्योः+छन्दसि,तनिपत्योश्छन्दसि NSP
घसिभसोर्हलि च,घसिभसोः+हलि+च,घसिभसोर्हलि NSP च NSP
हुझल्भ्यो हेर्धिः,हुझल्भ्यः+हेः+धिः,हुझल्भ्यो NSP हेर्धिः NSP
श्रुशृणुपॄकृवृभ्यश्छन्दसि,श्रुशृणुपॄकृवृभ्यः+छन्दसि,श्रुशृणुपॄकृवृभ्यश्छन्दसि NSP
अङितश्च,अङितः+च,अङितश्च NSP
चिणो लुक्,चिणः+लुक्,चिणो NSP लुक् NSP
अतो हेः,अतः+हेः,अतो NSP हेः NSP
उतश्च प्रत्ययादसंयोगपूर्वात्‌,उतः+च+प्रत्ययात्+असंयोगपूर्वात्,उतश्च NSP प्रत्ययादसंयोगपूर्वात्‌ NSP
लोपश्चास्यान्यतरस्यां म्वोः,लोपः+च+अस्य+अन्यतरस्याम्+म्वोः,लोपश्चास्यान्यतरस्यां NSP म्वोः NSP
नित्यं करोतेः,नित्यम्+करोतेः,नित्यं NSP करोतेः NSP
अत उत्‌ सार्वधातुके,अतः+उत्+सार्वधातुके,अत NSP उत्‌ NSP सार्वधातुके NSP
श्नसोरल्लोपः,श्नसोः+अल्लोपः,श्नसोरल्लोपः NSP
श्नाऽभ्यस्तयोरातः,श्नाऽभ्यस्तयोः+आतः,श्नाऽभ्यस्तयोरातः NSP
ई हल्यघोः,ई+हलि+अघोः,ई NSP हल्यघोः NSP
इद्दरिद्रस्य,इत्+दरिद्रस्य,इद्दरिद्रस्य NSP
भियोऽन्यतरस्याम्,भियः+अन्यतरस्याम्,भियोऽन्यतरस्याम् NSP
जहातेश्च,जहातेः+च,जहातेश्च NSP
लोपो यि,लोपः+यि,लोपो NSP यि NSP
घ्वसोरेद्धावभ्यासलोपश्च,घ्वसोः+एत्+हौ+अभ्यासलोपः+च,घ्वसोरेद्धावभ्यासलोपश्च NSP
अत एकहल्मध्येऽनादेशादेर्लिटि,अतः+एकहल्मध्ये+अनादेशादेः+लिटि,अत NSP एकहल्मध्येऽनादेशादेर्लिटि NSP
तॄफलभजत्रपश्च,तॄफलभजत्रपः+च,तॄफलभजत्रपश्च NSP
राधो हिंसायाम्,राधः+हिंसायाम्,राधो NSP हिंसायाम् NSP
फणां च सप्तानाम्,फणाम्+च+सप्तानाम्,फणां NSP च NSP सप्तानाम् NSP
अर्वणस्त्रसावनञः,अर्वणः+तृ+असौ+अवनञः,अर्वणस्त्रसावनञः NSP
वाह ऊठ्,वाहः+ऊठ्,वाह NSP ऊठ् NSP
श्वयुवमघोनामतद्धिते,श्वयुवमघोनाम्+अतद्धिते,श्वयुवमघोनामतद्धिते NSP
अल्लोपोऽनः,अल्लोपः+अनः,अल्लोपोऽनः NSP
षपूर्वहन्धृतराज्ञामणि,षपूर्वहन्धृतराज्ञाम्+अणि,षपूर्वहन्धृतराज्ञामणि NSP
न संयोगाद्वमन्तात्‌,न+संयोगात्+वमान्तात्,न NSP संयोगाद्वमन्तात्‌ NSP
उद ईत्‌,उदः+ईत्,उद NSP ईत्‌ NSP
आतो धातोः,आतः+धातोः,आतो NSP धातोः NSP
मन्त्रेष्वाङ्यादेरात्मनः,मन्त्रेषु+आङि+आदेः+आत्मनः,मन्त्रेष्वाङ्यादेरात्मनः NSP
ति विंशतेर्डिति,ति+विंशतेः+डिति,ति NSP विंशतेर्डिति NSP
नस्तद्धिते,नः+तद्धिते,नस्तद्धिते NSP
अह्नष्टखोरेव,अह्नः+टखोः+एव,अह्नष्टखोरेव NSP
ओर्गुणः,ओः+गुणः,ओर्गुणः NSP
ढे लोपोऽकद्र्वाः,ढे+लोपः+अकद्र्‍वाः,ढे NSP लोपोऽकद्र्वाः NSP
यस्येति च,यस्य+ईति+च,यस्येति NSP च NSP
सूर्यतिष्यागस्त्यमत्स्यानां य उपधायाः,सूर्यतिष्यागस्त्यमत्स्यानाम्+यः+उपधायाः,सूर्यतिष्यागस्त्यमत्स्यानां NSP य NSP उपधायाः NSP
हलस्तद्धितस्य,हलः+तद्धितस्य,हलस्तद्धितस्य NSP
आपत्यस्य च तद्धितेऽनाति,आपत्यस्य+च+तद्धिते+अनाति,आपत्यस्य NSP च NSP तद्धितेऽनाति NSP
क्यच्व्योश्च,क्यच्व्योः+च,क्यच्व्योश्च NSP
बिल्वकादिभ्यश्छस्य लुक्,बिल्वकादिभ्यः+छस्य+लुक्,बिल्वकादिभ्यश्छस्य NSP लुक् NSP
तुरिष्ठेमेयस्सु,तुः+इष्ठेमेयस्सु,तुरिष्ठेमेयस्सु NSP
स्थूलदूरयुवह्रस्वक्षिप्रक्षुद्राणां यणादिपरं पूर्वस्य च गुणः,स्थूलदूरयुवह्रस्वक्षिप्रक्षुद्राणाम्+यणादिपरम्+पूर्वस्य+च+गुणः,स्थूलदूरयुवह्रस्वक्षिप्रक्षुद्राणां NSP यणादिपरं NSP पूर्वस्य NSP च NSP गुणः NSP
प्रियस्थिरस्फिरोरुबहुलगुरुवृद्धतृप्रदीर्घवृन्दारकाणां प्रस्थस्फवर्बंहिगर्वर्षित्रब्द्राघिवृन्दाः,प्रियस्थिरस्फिरोरुबहुलगुरुवृद्धतृप्रदीर्घवृन्दारकाणाम्+प्रस्थस्फवर्बंहिगर्वर्षित्रब्द्राघिवृन्दाः,प्रियस्थिरस्फिरोरुबहुलगुरुवृद्धतृप्रदीर्घवृन्दारकाणां NSP प्रस्थस्फवर्बंहिगर्वर्षित्रब्द्राघिवृन्दाः NSP
बहोर्लोपो भू च बहोः,बहोः+लोपः+भू+च+बहोः,बहोर्लोपो NSP भू NSP च NSP बहोः NSP
ज्यादादीयसः,ज्यात्+आत्+ईयसः,ज्यादादीयसः NSP
र ऋतो हलादेर्लघोः,रः+ऋतः+हलादेः+लघोः,र NSP ऋतो NSP हलादेर्लघोः NSP
विभाषर्जोश्छन्दसि,विभाषा+ऋजोः+छन्दसि,विभाषर्जोश्छन्दसि NSP
प्रकृत्यैकाच्,प्रकृत्या+एकाच्,प्रकृत्यैकाच् NSP
इनण्यनपत्ये,इन्+अणि+अनपत्ये,इनण्यनपत्ये NSP
गाथिविदथिकेशिगणिपणिनश्च,गाथिविदथिकेशिगणिपणिनः+च,गाथिविदथिकेशिगणिपणिनश्च NSP
संयोगादिश्च,संयोगादिः+च,संयोगादिश्च NSP
ये चाभावकर्मणोः,ये+च+अभावकर्मणोः,ये NSP चाभावकर्मणोः NSP
न मपूर्वोऽपत्येऽवर्मणः,न+मपूर्वः+अपत्ये+अवर्मणः,न NSP मपूर्वोऽपत्येऽवर्मणः NSP
ब्राह्मोअजातौ,ब्राह्मः+अजातौ,ब्राह्मोअजातौ NSP
कार्मस्ताच्छील्ये,कार्म्मः+ताच्छील्ये,कार्मस्ताच्छील्ये NSP
औक्षमनपत्ये,औक्षम्+अनपत्ये,औक्षमनपत्ये NSP
ऋत्व्यवास्त्व्यवास्त्वमाध्वीहिरण्ययानि च्छन्दसि,ऋत्व्यवास्त्व्यवास्त्वमाध्वीहिरण्ययानि+छन्दसि,ऋत्व्यवास्त्व्यवास्त्वमाध्वीहिरण्ययानि NSP च्छन्दसि NSP
युवोरनाकौ,युवोः+अनाकौ,युवोरनाकौ NSP
आयनेयीनीयियः फढखच्छघां प्रत्ययादीनाम्‌,आयनेयीनीयियः+फढखछघाम्+प्रत्ययादीनाम्,आयनेयीनीयियः NSP फढखच्छघां NSP प्रत्ययादीनाम्‌ NSP
झोऽन्तः,झः+अन्तः,झोऽन्तः NSP
अदभ्यस्तात्‌,अत्+अभ्यस्तात्,अदभ्यस्तात्‌ NSP
आत्मनेपदेष्वनतः,आत्मनेपदेषु+अनतः,आत्मनेपदेष्वनतः NSP
शीङो रुट्,शीङः+रुट्,शीङो NSP रुट् NSP
वेत्तेर्विभाषा,वेत्तेः+विभाषा,वेत्तेर्विभाषा NSP
बहुलं छन्दसि,बहुलम्+छन्दसि,बहुलं NSP छन्दसि NSP
अतो भिस ऐस्,अतः+भिस+ऐस्,अतो NSP भिस NSP ऐस् NSP
बहुलं छन्दसि,बहुलम्+छन्दसि,बहुलं NSP छन्दसि NSP
नेदमदसोरकोः,न+इदमदसोः+अकोः,नेदमदसोरकोः NSP
टाङसिङसामिनात्स्याः,टाङसिङसाम्+इनात्स्याः,टाङसिङसामिनात्स्याः NSP
ङेर्यः,ङेः+यः,ङेर्यः NSP
पूर्वादिभ्यो नवभ्यो वा,पूर्वादिभ्यः+नवभ्यः+वा,पूर्वादिभ्यो NSP नवभ्यो NSP वा NSP
औङ आपः,औङः+आपः,औङ NSP आपः NSP
नपुंसकाच्च,नपुंसकात्+च,नपुंसकाच्च NSP
अष्टाभ्य औश्,अष्टाभ्यः+औश्,अष्टाभ्य NSP औश् NSP
षड्भ्यो लुक्,षड्‍भ्यः+लुक्,षड्भ्यो NSP लुक् NSP
स्वमोर्नपुंसकात्‌,स्वमोः+नपुंसकात्,स्वमोर्नपुंसकात्‌ NSP
अतोऽम्,अतः+अम्,अतोऽम् NSP
नेतराच्छन्दसि,न+इतरात्+छन्दसि,नेतराच्छन्दसि NSP
युष्मदस्मद्भ्यां ङसोऽश्,युष्मदस्मद्भ्याम्+ङसः+अश्,युष्मदस्मद्भ्यां NSP ङसोऽश् NSP
शसो न,शसः+न,शसो NSP न NSP
भ्यसो भ्यम्,भ्यसः+भ्यम्,भ्यसो NSP भ्यम् NSP
पञ्चम्या अत्‌,पञ्चम्याः+अत्,पञ्चम्या NSP अत्‌ NSP
साम आकम्,सामः+आकम्,साम NSP आकम् NSP
आत औ णलः,आतः+औ+णलः,आत NSP औ NSP णलः NSP
तुह्योस्तातङाशिष्यन्यतरस्याम्,तुह्योः+तातङ्+आशिषि+अन्यतरस्याम्,तुह्योस्तातङाशिष्यन्यतरस्याम् NSP
विदेः शतुर्वसुः,विदेः+शतुः+वसुः,विदेः NSP शतुर्वसुः NSP
समासेऽनञ्पूर्वे क्त्वो ल्यप्‌,समासे+अनञ्पूर्वे+क्त्वः+ल्यप्,समासेऽनञ्पूर्वे NSP क्त्वो NSP ल्यप्‌ NSP
क्त्वाऽपि छन्दसि,क्त्वा+अपि+छन्दसि,क्त्वाऽपि NSP छन्दसि NSP
सुपां सुलुक्पूर्वसवर्णाऽऽच्छेयाडाड्यायाजालः,सुपाम्+सुलुक्पूर्वसवर्णाऽऽच्छेयाडाड्यायाजालः,सुपां NSP सुलुक्पूर्वसवर्णाऽऽच्छेयाडाड्यायाजालः NSP
अमो मश्,अमः+मश्,अमो NSP मश् NSP
लोपस्त आत्मनेपदेषु,लोपः+तः+आत्मनेपदेषु,लोपस्त NSP आत्मनेपदेषु NSP
ध्वमो ध्वात्‌,ध्वमः+ध्वात्,ध्वमो NSP ध्वात्‌ NSP
यजध्वैनमिति च,यजध्वैनम्+इति+च,यजध्वैनमिति NSP च NSP
तस्य तात्‌,तस्य+तात्,तस्य NSP तात्‌ NSP
तप्तनप्तनथनाश्च,तप्तनप्तनथनाः+च,तप्तनप्तनथनाश्च NSP
इदन्तो मसि,इदन्तः+मसि,इदन्तो NSP मसि NSP
क्त्वो यक्,क्त्वः+यक्,क्त्वो NSP यक् NSP
इष्ट्वीनमिति च,इष्ट्‍वीनम्+इति+च,इष्ट्वीनमिति NSP च NSP
स्नात्व्यादयश्च,स्नात्व्यादयः+च,स्नात्व्यादयश्च NSP
आज्जसेरसुक्,आत्+जसेः+असुक्,आज्जसेरसुक् NSP
अश्वक्षीरवृषलवणानामात्मप्रीतौ क्यचि,अश्वक्षीरवृषलवणानाम्+आत्मप्रीतौ+क्यचि,अश्वक्षीरवृषलवणानामात्मप्रीतौ NSP क्यचि NSP
त्रेस्त्रयः,त्रेः+त्रयः,त्रेस्त्रयः NSP
ह्रस्वनद्यापो नुट्,ह्रस्वनद्यापः+नुट्,ह्रस्वनद्यापो NSP नुट् NSP
षट्चतुर्भ्यश्च,षट्‍चतुर्भ्यः+च,षट्चतुर्भ्यश्च NSP
श्रीग्रामण्योश्छन्दसि,श्रीग्रामण्योः+छन्दसि,श्रीग्रामण्योश्छन्दसि NSP
इदितो नुम् धातोः,इदितः+नुम्+धातोः,इदितो NSP नुम् NSP धातोः NSP
मस्जिनशोर्झलि,मस्जिनशोः+झलि,मस्जिनशोर्झलि NSP
रधिजभोरचि,रधिजभोः+अचि,रधिजभोरचि NSP
नेट्यलिटि रधेः,न+इटि+अलिटि+रधेः,नेट्यलिटि NSP रधेः NSP
रभेरशब्लिटोः,रभेः+अशब्लिटोः,रभेरशब्लिटोः NSP
लभेश्च,लभेः+च,लभेश्च NSP
आङो यि,आङः+यि,आङो NSP यि NSP
उपात्‌ प्रशंसायाम्,उपात्+प्रशंसायाम्,उपात्‌ NSP प्रशंसायाम् NSP
उपसर्गात्‌ खल्घञोः,उपसर्गात्+खल्घञोः,उपसर्गात्‌ NSP खल्घञोः NSP
न सुदुर्भ्यां केवलाभ्याम्,न+सुदुर्भ्याम्+केवलाभ्याम्,न NSP सुदुर्भ्यां NSP केवलाभ्याम् NSP
उगिदचां सर्वनामस्थानेऽधातोः,उगिदचाम्+सर्वनामस्थाने+अधातोः,उगिदचां NSP सर्वनामस्थानेऽधातोः NSP
युजेरसमासे,युजेः+असमासे,युजेरसमासे NSP
इकोऽचि विभक्तौ,इकः+अचि+विभक्तौ,इकोऽचि NSP विभक्तौ NSP
तृतीयाऽऽदिषु भाषितपुंस्कं पुंवद्गालवस्य,तृतीयाऽऽदिषु+भाषितपुंस्कम्+पुंवत्+गालवस्य,तृतीयाऽऽदिषु NSP भाषितपुंस्कं NSP पुंवद्गालवस्य NSP
अस्थिदधिसक्थ्यक्ष्णामनङुदात्तः,अस्थिदधिसक्थ्यक्ष्णाम्+अनङ्+उदात्तः,अस्थिदधिसक्थ्यक्ष्णामनङुदात्तः NSP
छन्दस्यपि दृश्यते,छन्दसि+अपि+दृश्यते,छन्दस्यपि NSP दृश्यते NSP
नाभ्यस्ताच्छतुः,न+अभ्यस्तात्+शतुः,नाभ्यस्ताच्छतुः NSP
आच्छीनद्योर्नुम्,आत्+शीनद्योः+नुम्,आच्छीनद्योर्नुम् NSP
शप्श्यनोर्नित्यम्,शप्श्यनोः+नित्यम्,शप्श्यनोर्नित्यम् NSP
सावनडुहः,सौ+अवनडुहः,सावनडुहः NSP
दृक्स्ववस्स्वतवसां छन्दसि,दृक्स्ववस्स्वतवसाम्+छन्दसि,दृक्स्ववस्स्वतवसां NSP छन्दसि NSP
दिव औत्‌,दिवः+औत्,दिव NSP औत्‌ NSP
पथिमथ्यृभुक्षामात्‌,पथिमथ्यृभुक्षाम्+आत्,पथिमथ्यृभुक्षामात्‌ NSP
इतोऽत्‌ सर्वनामस्थाने,इतः+अत्+सर्वनामस्थाने,इतोऽत्‌ NSP सर्वनामस्थाने NSP
थो न्थः,थः+न्थः,थो NSP न्थः NSP
भस्य टेर्लोपः,भस्य+टेः+लोपः,भस्य NSP टेर्लोपः NSP
पुंसोऽसुङ्,पुंसः+असुङ्,पुंसोऽसुङ् NSP
गोतो णित्‌,गोतः+णित्,गोतो NSP णित्‌ NSP
णलुत्तमो वा,णल्+उत्तमः+वा,णलुत्तमो NSP वा NSP
सख्युरसम्बुद्धौ,सख्युः+असम्बुद्धौ,सख्युरसम्बुद्धौ NSP
ऋदुशनस्पुरुदंसोऽनेहसां च,ऋदुशनस्पुरुदंसऽनेहसाम्+च,ऋदुशनस्पुरुदंसोऽनेहसां NSP च NSP
तृज्वत्‌ क्रोष्टुः,तृज्वत्+क्रोष्टुः,तृज्वत्‌ NSP क्रोष्टुः NSP
स्त्रियां च,स्त्रियाम्+च,स्त्रियां NSP च NSP
विभाषा तृतीयाऽऽदिष्वचि,विभाषा+तृतीयादिषु+अचि,विभाषा NSP तृतीयाऽऽदिष्वचि NSP
चतुरनडुहोरामुदात्तः,चतुरनडुहोः+आम्+उदात्तः,चतुरनडुहोरामुदात्तः NSP
ॠत इद्धातोः,ॠतः+इत्+धातोः,ॠत NSP इद्धातोः NSP
उपधायाश्च,उपधायाः+च,उपधायाश्च NSP
उदोष्ठ्यपूर्वस्य,उत्+ओष्ठ्यपूर्वस्य,उदोष्ठ्यपूर्वस्य NSP
बहुलं छन्दसि,बहुलम्+छन्दसि,बहुलं NSP छन्दसि NSP
अतो र्लान्तस्य,अतः+ल+अन्तस्य,अतो NSP र्लान्तस्य NSP
वदव्रजहलन्तस्याचः,वदव्रजहलन्तस्य+अचः,वदव्रजहलन्तस्याचः NSP
नेटि,न+इटि,नेटि NSP
ऊर्णोतेर्विभाषा,ऊर्णोतेः+विभाषा,ऊर्णोतेर्विभाषा NSP
अतो हलादेर्लघोः,अतः+हलादेः+लघोः,अतो NSP हलादेर्लघोः NSP
नेड् वशि कृति,न+इट्+वशि+कृति,नेड् NSP वशि NSP कृति NSP
एकाच उपदेशेऽनुदात्तात्‌,एकाचः+उपदेशे+अनुदात्तात्,एकाच NSP उपदेशेऽनुदात्तात्‌ NSP
सनि ग्रहगुहोश्च,सनि+ग्रहगुहोः+च,सनि NSP ग्रहगुहोश्च NSP
कृसृभृवृस्तुद्रुस्रुश्रुवो लिटि,कृसृभृवृस्तुद्रुस्रुश्रुवः+लिटि,कृसृभृवृस्तुद्रुस्रुश्रुवो NSP लिटि NSP
श्वीदितो निष्ठायाम्,श्वीदितः+निष्ठायाम्,श्वीदितो NSP निष्ठायाम् NSP
आदितश्च,आदितः+च,आदितश्च NSP
घुषिरविशब्दने,घुषिः+अविशब्दने,घुषिरविशब्दने NSP
अर्देः संनिविभ्यः,अर्देः+सन्निविभ्यः,अर्देः NSP संनिविभ्यः NSP
अभेश्चाविदूर्ये,अभेः+च+आविदूर्ये,अभेश्चाविदूर्ये NSP
णेरध्ययने वृत्तम्,णेः+अध्ययने+वृत्तम्,णेरध्ययने NSP वृत्तम् NSP
हृषेर्लोमसु,हृषेः+लोमसु,हृषेर्लोमसु NSP
अपचितश्च,अपचितः+च,अपचितश्च NSP
ह्रु ह्वरेश्छन्दसि,ह्रु+ह्वरेः+छन्दसि,ह्रु NSP ह्वरेश्छन्दसि NSP
अपरिह्वृताश्च,अपरिह्वृताः+च,अपरिह्वृताश्च NSP
ग्रसितस्कभितस्तभितोत्तभितचत्तविकस्तविशस्तॄशंस्तृशास्तृतरुतृतरूतृवरुतृवरूतृवरुत्रीरुज्ज्वलितिक्षरितिक्षमितिवमित्यमितीति च,ग्रसितस्कभितस्तभितोत्तभितचत्तविकस्ताः+विशस्तॄ+शंस्तृ+शास्तृ+तरुतृ+तरूतृ+वरुतृ+वरूतृ+वरुत्रीः+रुज्ज्वलितिक्षरिति+क्षमितिवमित्यमिति+इति+च,ग्रसितस्कभितस्तभितोत्तभितचत्तविकस्तविशस्तॄशंस्तृशास्तृतरुतृतरूतृवरुतृवरूतृवरुत्रीरुज्ज्वलितिक्षरितिक्षमितिवमित्यमितीति NSP च NSP
आर्धधातुकस्येड् वलादेः,आर्धधातुकस्य+इट्+वलादेः,आर्धधातुकस्येड् NSP वलादेः NSP
स्नुक्रमोरनात्मनेपदनिमित्ते,स्नुक्रमोः+अनात्मनेपदनिमित्ते,स्नुक्रमोरनात्मनेपदनिमित्ते NSP
ग्रहोऽलिटि दीर्घः,ग्रहः+अलिटि+दीर्घः,ग्रहोऽलिटि NSP दीर्घः NSP
वॄतो वा,वॄतः+वा,वॄतो NSP वा NSP
लिङ्सिचोरात्मनेपदेषु,लिङ्‍सिचोः+आत्मनेपदेषु,लिङ्सिचोरात्मनेपदेषु NSP
ऋतश्च संयोगादेः,ऋतः+च+संयोगादेः,ऋतश्च NSP संयोगादेः NSP
स्वरतिसूतिसूयतिधूञूदितो वा,स्वरतिसूतिसूयतिधूञूदितः+वा,स्वरतिसूतिसूयतिधूञूदितो NSP वा NSP
रधादिभ्यश्च,रधादिभ्यः+च,रधादिभ्यश्च NSP
इण्निष्ठायाम्,इट्+निष्ठायाम्,इण्निष्ठायाम् NSP
तीषसहलुभरुषरिषः,ति+इषसहलुभरुषरिषः,तीषसहलुभरुषरिषः NSP
